Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
2025-05-25,07:54:54,225,230,2725,60.0,60.0,18,18,UPS_7F
2025-05-25,08:54:55,224,230,2728,59.9,60.0,18,18,UPS_7F
2025-05-25,09:54:55,225,230,2722,60.0,60.0,19,18,UPS_7F
2025-05-25,10:54:56,224,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-25,11:54:56,224,230,2725,59.9,60.0,18,18,UPS_7F
2025-05-25,12:54:57,225,230,2728,60.0,60.0,18,18,UPS_7F
2025-05-25,13:54:58,225,230,2731,60.0,60.0,18,18,UPS_7F
2025-05-25,14:54:58,225,230,2731,60.0,60.0,19,18,UPS_7F
2025-05-25,15:54:58,226,230,2725,60.0,60.0,18,18,UPS_7F
2025-05-25,16:54:58,225,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-25,17:54:59,225,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-25,18:54:59,224,230,2731,60.0,60.0,19,20,UPS_7F
2025-05-25,19:55:00,224,229,2725,60.0,60.0,18,23,UPS_7F
2025-05-25,20:55:00,224,230,2725,60.0,60.0,18,21,UPS_7F
2025-05-25,21:55:00,223,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-25,22:55:02,224,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-25,23:55:02,225,229,2734,59.9,60.0,19,20,UPS_7F
2025-05-26,00:55:03,226,230,2731,60.0,60.0,18,20,UPS_7F
2025-05-26,01:55:04,227,230,2728,60.0,60.0,18,20,UPS_7F
2025-05-26,02:55:04,227,230,2725,59.9,60.0,18,20,UPS_7F
2025-05-26,03:55:05,227,230,2731,60.0,60.0,19,19,UPS_7F
2025-05-26,04:55:05,228,230,2725,60.0,60.0,18,18,UPS_7F
2025-05-26,05:55:05,227,230,2728,59.9,60.0,18,18,UPS_7F
2025-05-26,06:55:05,225,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-26,07:55:05,223,229,2725,59.9,60.0,18,18,UPS_7F
2025-05-26,08:55:05,221,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-26,09:55:05,220,230,2722,60.0,60.0,18,19,UPS_7F
2025-05-26,10:55:07,220,230,2731,59.9,60.0,18,18,UPS_7F
2025-05-26,11:55:07,221,230,2728,59.9,60.0,19,18,UPS_7F
2025-05-26,12:55:08,224,230,2725,60.0,60.0,18,18,UPS_7F
2025-05-26,13:55:09,221,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-26,14:55:09,222,230,2725,60.0,60.0,18,18,UPS_7F
2025-05-26,15:55:10,220,230,2728,60.0,60.0,18,18,UPS_7F
2025-05-26,16:55:10,221,230,2728,60.0,60.0,19,19,UPS_7F
2025-05-26,17:55:11,220,230,2731,59.9,60.0,18,23,UPS_7F
2025-05-26,18:55:11,221,230,2725,60.0,60.0,18,24,UPS_7F
2025-05-26,19:55:11,222,230,2725,59.9,60.0,18,20,UPS_7F
2025-05-26,20:55:13,222,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-26,21:55:13,223,230,2734,59.9,60.0,19,20,UPS_7F
2025-05-26,22:55:14,224,230,2725,60.0,60.0,18,24,UPS_7F
2025-05-26,23:55:14,226,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-27,00:55:15,226,230,2728,59.9,60.0,18,23,UPS_7F
2025-05-27,01:55:16,226,230,2725,60.0,60.0,18,23,UPS_7F
2025-05-27,02:55:16,227,230,2731,59.9,60.0,18,23,UPS_7F
2025-05-27,03:55:17,227,230,2725,59.9,60.0,19,23,UPS_7F
2025-05-27,04:55:17,227,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-27,05:55:17,226,230,2722,59.9,60.0,18,19,UPS_7F
2025-05-27,06:55:17,224,229,2725,60.0,60.0,18,19,UPS_7F
2025-05-27,07:55:17,221,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-27,08:55:17,221,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-27,09:55:17,218,230,2731,60.0,60.0,19,19,UPS_7F
2025-05-27,10:55:19,220,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-27,11:55:19,223,230,2731,60.0,60.0,19,19,UPS_7F
2025-05-27,12:55:20,225,230,2725,60.0,60.0,19,18,UPS_7F
2025-05-27,13:55:21,224,230,2725,59.9,60.0,19,18,UPS_7F
2025-05-27,14:55:21,226,230,2725,59.9,60.0,19,18,UPS_7F
2025-05-27,15:55:22,226,230,2734,59.9,60.0,19,18,UPS_7F
2025-05-27,16:55:22,226,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-27,17:55:22,228,230,2728,60.0,60.0,18,23,UPS_7F
2025-05-27,18:55:23,224,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-27,19:55:23,226,230,2728,59.9,60.0,18,23,UPS_7F
2025-05-27,20:55:25,227,230,2728,60.0,60.0,18,22,UPS_7F
2025-05-27,21:55:25,226,230,2734,60.0,60.0,18,20,UPS_7F
2025-05-27,22:55:26,225,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-27,23:55:27,227,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-28,00:55:27,227,230,2725,59.9,60.0,18,20,UPS_7F
2025-05-28,01:55:28,227,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-28,02:55:28,228,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-28,03:55:28,229,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-28,04:55:29,229,230,2728,60.0,60.0,18,19,UPS_7F
2025-05-28,05:55:29,228,230,2722,60.0,60.0,19,18,UPS_7F
2025-05-28,06:55:30,226,230,2725,59.9,60.0,18,18,UPS_7F
2025-05-28,07:55:30,225,229,2725,59.9,60.0,18,18,UPS_7F
2025-05-28,08:55:31,223,230,2731,60.0,60.0,18,18,UPS_7F
2025-05-28,09:55:31,224,230,2725,59.9,60.0,19,19,UPS_7F
2025-05-28,10:55:32,222,230,2728,60.0,60.0,19,18,UPS_7F
2025-05-28,11:55:32,223,230,2725,59.9,60.0,18,18,UPS_7F
2025-05-28,12:55:33,227,230,2725,59.9,60.0,18,18,UPS_7F
2025-05-28,13:55:34,224,230,2728,60.0,60.0,19,18,UPS_7F
2025-05-28,14:55:34,224,229,2728,59.9,60.0,19,18,UPS_7F
2025-05-28,15:55:35,225,230,2725,59.9,60.0,18,18,UPS_7F
2025-05-28,16:55:35,224,230,2725,60.0,60.0,19,23,UPS_7F
2025-05-28,17:55:36,225,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-28,18:55:36,226,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-28,19:55:36,228,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-28,20:55:36,230,230,2731,60.0,60.0,18,23,UPS_7F
2025-05-28,21:55:36,227,230,2734,60.0,60.0,18,20,UPS_7F
2025-05-28,22:55:37,225,230,2725,59.9,60.0,18,20,UPS_7F
2025-05-28,23:55:37,226,230,2725,59.9,60.0,18,20,UPS_7F
2025-05-29,00:55:38,227,230,2725,60.0,60.0,18,23,UPS_7F
2025-05-29,01:55:38,228,230,2722,60.0,60.0,18,20,UPS_7F
2025-05-29,02:55:40,228,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-29,03:55:40,229,230,2725,60.0,60.0,19,20,UPS_7F
2025-05-29,04:55:41,229,230,2728,60.0,60.0,18,19,UPS_7F
2025-05-29,05:55:41,228,230,2731,59.9,60.0,19,18,UPS_7F
2025-05-29,06:55:41,226,230,2728,59.9,60.0,18,18,UPS_7F
2025-05-29,07:55:41,226,230,2725,59.9,60.0,18,18,UPS_7F
2025-05-29,08:55:41,223,230,2722,60.0,60.0,19,19,UPS_7F
2025-05-29,09:55:41,222,230,2728,60.0,60.0,18,18,UPS_7F
2025-05-29,10:55:43,222,230,2725,59.9,60.0,19,19,UPS_7F
2025-05-29,11:55:44,223,230,2725,60.0,60.0,19,19,UPS_7F
2025-05-29,12:55:44,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-29,13:55:45,224,230,2731,60.0,60.0,18,19,UPS_7F
2025-05-29,14:55:45,225,230,2722,60.0,60.0,18,18,UPS_7F
2025-05-29,15:55:45,226,230,2731,60.0,60.0,18,18,UPS_7F
2025-05-29,16:55:46,226,230,2731,60.0,60.0,18,23,UPS_7F
2025-05-29,17:55:46,224,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-29,18:55:48,224,230,2734,60.0,60.0,18,23,UPS_7F
2025-05-29,19:55:48,225,230,2725,59.9,60.0,18,20,UPS_7F
2025-05-29,20:55:49,226,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-29,21:55:50,226,230,2725,60.0,60.0,18,23,UPS_7F
2025-05-29,22:55:50,226,230,2725,59.9,60.0,18,23,UPS_7F
2025-05-29,23:55:51,225,229,2722,59.9,60.0,18,23,UPS_7F
2025-05-30,00:55:51,225,229,2725,59.9,60.0,18,20,UPS_7F
2025-05-30,01:55:52,227,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-30,02:55:52,227,230,2725,60.0,60.0,18,22,UPS_7F
2025-05-30,03:55:52,227,229,2731,59.9,60.0,18,21,UPS_7F
2025-05-30,04:55:53,228,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-30,05:55:53,227,230,2728,60.0,60.0,18,19,UPS_7F
2025-05-30,06:55:54,226,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-30,07:55:54,227,230,2722,59.9,60.0,19,19,UPS_7F
2025-05-30,08:55:55,227,230,2725,60.1,60.0,18,19,UPS_7F
2025-05-30,09:55:56,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-30,10:55:56,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-30,11:55:56,224,230,2728,60.0,60.0,18,24,UPS_7F
2025-05-30,12:55:56,224,230,2725,60.0,60.0,18,23,UPS_7F
2025-05-30,13:55:57,223,230,2728,59.9,60.0,18,20,UPS_7F
2025-05-30,14:55:57,225,230,2725,60.0,60.0,18,20,UPS_7F
2025-05-30,15:55:57,225,229,2725,59.9,60.0,18,20,UPS_7F
2025-05-30,16:55:58,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-30,17:55:58,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-30,18:55:59,224,230,2728,59.9,60.0,17,19,UPS_7F
2025-05-30,19:55:59,225,230,2731,60.0,60.0,18,19,UPS_7F
2025-05-30,20:56:00,225,230,2731,59.9,60.0,18,19,UPS_7F
2025-05-30,21:56:00,226,230,2728,59.9,60.0,18,19,UPS_7F
2025-05-30,22:56:01,226,230,2734,60.0,60.0,18,19,UPS_7F
2025-05-30,23:56:01,226,230,2722,60.0,60.0,18,19,UPS_7F
2025-05-31,00:56:03,227,230,2725,60.0,60.0,19,19,UPS_7F
2025-05-31,01:56:03,228,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-31,02:56:04,228,229,2734,60.0,60.0,18,19,UPS_7F
2025-05-31,03:56:05,229,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-31,04:56:05,228,230,2728,59.9,60.0,18,20,UPS_7F
2025-05-31,05:56:05,228,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-31,06:56:06,228,230,2728,60.0,60.0,18,19,UPS_7F
2025-05-31,07:56:06,226,230,2731,60.0,60.0,18,20,UPS_7F
2025-05-31,08:56:07,224,230,2731,59.9,60.0,18,20,UPS_7F
2025-05-31,09:56:07,223,230,2728,59.9,60.0,18,19,UPS_7F
2025-05-31,10:56:08,223,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-31,11:56:09,225,229,2725,60.0,60.0,18,19,UPS_7F
2025-05-31,12:56:09,224,230,2722,59.9,60.0,18,20,UPS_7F
2025-05-31,13:56:10,225,230,2731,59.9,60.0,18,19,UPS_7F
2025-05-31,14:56:10,226,230,2728,60.0,60.0,18,20,UPS_7F
2025-05-31,15:56:10,226,230,2731,59.9,60.0,18,19,UPS_7F
2025-05-31,16:56:10,225,230,2734,59.9,60.0,19,19,UPS_7F
2025-05-31,17:56:10,225,230,2731,59.9,60.0,18,19,UPS_7F
2025-05-31,18:56:11,225,230,2725,59.9,60.0,19,18,UPS_7F
2025-05-31,19:56:11,225,230,2731,60.0,60.0,19,19,UPS_7F
2025-05-31,20:56:13,226,230,2728,59.9,60.0,18,19,UPS_7F
2025-05-31,21:56:13,226,230,2725,59.9,60.0,18,19,UPS_7F
2025-05-31,22:56:14,224,230,2725,60.0,60.0,18,19,UPS_7F
2025-05-31,23:56:15,225,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-01,00:56:15,227,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-01,01:56:15,227,229,2725,59.9,60.0,18,19,UPS_7F
2025-06-01,02:56:17,228,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-01,03:56:17,228,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-01,04:56:18,228,229,2725,59.9,60.0,18,20,UPS_7F
2025-06-01,05:56:19,228,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-01,06:56:19,227,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-01,07:56:20,227,230,2731,60.0,60.0,18,21,UPS_7F
2025-06-01,08:56:20,228,230,2722,60.0,60.0,18,20,UPS_7F
2025-06-01,09:56:20,226,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-01,10:56:20,227,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-01,11:56:20,228,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-01,12:56:20,227,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-01,13:56:21,228,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-01,14:56:21,229,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-01,15:56:22,228,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-01,16:56:22,228,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-01,17:56:23,228,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-01,18:56:23,227,230,2728,59.9,60.0,19,19,UPS_7F
2025-06-01,19:56:24,227,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-01,20:56:24,227,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-01,21:56:24,229,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-01,22:56:25,224,229,2731,60.0,60.0,18,19,UPS_7F
2025-06-01,23:56:25,226,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-02,00:56:27,227,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-02,01:56:27,229,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-02,02:56:28,229,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-02,03:56:29,229,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-02,04:56:29,226,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-02,05:56:29,225,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-02,06:56:30,223,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-02,07:56:30,224,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-02,08:56:31,221,230,2725,60.0,60.0,18,23,UPS_7F
2025-06-02,09:56:32,220,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-02,10:56:32,220,230,2728,59.9,60.0,19,21,UPS_7F
2025-06-02,11:56:33,220,230,2725,60.0,60.0,18,21,UPS_7F
2025-06-02,12:56:33,221,230,2731,59.9,60.0,18,22,UPS_7F
2025-06-02,13:56:34,220,230,2731,60.0,60.0,19,22,UPS_7F
2025-06-02,14:56:34,221,229,2725,60.0,60.0,19,23,UPS_7F
2025-06-02,15:56:34,221,230,2734,59.9,60.0,19,23,UPS_7F
2025-06-02,16:56:34,221,230,2728,60.0,60.0,19,19,UPS_7F
2025-06-02,17:56:34,221,229,2728,60.0,60.0,19,19,UPS_7F
2025-06-02,18:56:35,221,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-02,19:56:35,224,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-02,20:56:37,223,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-02,21:56:37,223,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-02,22:56:38,222,230,2725,59.9,60.0,19,19,UPS_7F
2025-06-02,23:56:38,223,230,2728,60.0,60.0,18,19,UPS_7F
2025-06-03,00:56:39,221,230,2728,59.9,60.0,19,19,UPS_7F
2025-06-03,01:56:39,222,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-03,02:56:40,223,230,2728,59.9,60.0,18,19,UPS_7F
2025-06-03,03:56:40,225,230,2728,60.0,60.0,18,19,UPS_7F
2025-06-03,04:56:41,224,230,2731,60.0,60.0,18,23,UPS_7F
2025-06-03,05:56:41,224,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-03,06:56:41,221,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-03,07:56:41,223,230,2728,60.0,60.0,18,20,UPS_7F
2025-06-03,08:56:41,220,230,2725,59.9,60.0,19,20,UPS_7F
2025-06-03,09:56:41,221,230,2731,59.9,60.0,19,20,UPS_7F
2025-06-03,10:56:43,223,230,2728,59.9,60.0,18,20,UPS_7F
2025-06-03,11:56:43,225,230,2725,59.9,60.0,19,20,UPS_7F
2025-06-03,12:56:44,228,230,2728,60.0,60.0,18,20,UPS_7F
2025-06-03,13:56:45,227,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-03,14:56:45,221,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-03,15:56:45,223,230,2731,60.0,60.0,19,20,UPS_7F
2025-06-03,16:56:46,221,230,2734,60.0,60.0,18,19,UPS_7F
2025-06-03,17:56:46,223,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-03,18:56:47,222,230,2728,59.9,60.0,18,19,UPS_7F
2025-06-03,19:56:47,224,229,2725,60.0,60.0,18,19,UPS_7F
2025-06-03,20:56:49,223,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-03,21:56:49,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-03,22:56:50,222,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-03,23:56:50,224,230,2725,60.0,60.0,19,19,UPS_7F
2025-06-04,00:56:51,224,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-04,01:56:52,225,230,2728,60.0,60.0,18,19,UPS_7F
2025-06-04,02:56:52,226,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-04,03:56:53,224,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-04,04:56:53,225,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-04,05:56:53,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-04,06:56:53,222,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-04,07:56:54,224,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-04,08:56:54,222,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-04,09:56:54,222,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-04,10:56:54,221,230,2725,59.9,60.0,19,20,UPS_7F
2025-06-04,11:56:54,222,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-04,12:56:55,224,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-04,13:56:55,222,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-04,14:56:56,223,230,2734,59.9,60.0,18,20,UPS_7F
2025-06-04,15:56:56,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-04,16:56:58,224,230,2731,59.9,60.0,19,19,UPS_7F
2025-06-04,17:56:58,224,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-04,18:56:59,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-04,19:57:00,226,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-04,20:57:00,226,230,2725,60.0,60.0,19,19,UPS_7F
2025-06-04,21:57:01,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-04,22:57:01,222,230,2728,59.9,60.0,18,19,UPS_7F
2025-06-04,23:57:02,222,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-05,00:57:02,223,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-05,01:57:02,224,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-05,02:57:03,224,229,2734,59.9,60.0,18,19,UPS_7F
2025-06-05,03:57:03,225,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-05,04:57:04,225,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-05,05:57:04,224,230,2722,60.0,60.0,18,19,UPS_7F
2025-06-05,06:57:05,222,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-05,07:57:06,224,230,2728,60.0,60.0,18,19,UPS_7F
2025-06-05,08:57:06,222,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-05,09:57:06,221,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-05,10:57:06,221,230,2728,60.0,60.0,18,20,UPS_7F
2025-06-05,11:57:07,222,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-05,12:57:07,224,230,2728,59.9,60.0,18,19,UPS_7F
2025-06-05,13:57:07,222,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-05,14:57:09,222,229,2725,59.9,60.0,18,20,UPS_7F
2025-06-05,15:57:10,223,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-05,16:57:10,224,230,2725,60.0,60.0,19,19,UPS_7F
2025-06-05,17:57:11,223,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-05,18:57:11,224,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-05,19:57:11,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-05,20:57:12,225,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-05,21:57:12,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-05,22:57:14,222,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-05,23:57:14,223,230,2731,60.0,60.0,19,19,UPS_7F
2025-06-06,00:57:15,222,230,2725,59.9,60.0,19,19,UPS_7F
2025-06-06,01:57:15,223,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-06,02:57:16,224,229,2725,59.9,60.0,18,19,UPS_7F
2025-06-06,03:57:17,224,229,2722,59.9,60.0,19,19,UPS_7F
2025-06-06,04:57:17,224,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-06,05:57:18,224,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-06,06:57:18,222,230,2722,59.9,60.0,19,20,UPS_7F
2025-06-06,07:57:19,224,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-06,08:57:19,222,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-06,09:57:19,222,229,2728,59.9,60.0,19,20,UPS_7F
2025-06-06,10:57:19,221,230,2725,59.9,60.0,19,20,UPS_7F
2025-06-06,11:57:19,221,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-06,12:57:20,222,230,2725,59.9,60.0,19,23,UPS_7F
2025-06-06,13:57:20,223,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-06,14:57:22,224,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-06,15:57:22,222,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-06,16:57:23,222,229,2734,59.9,60.0,18,20,UPS_7F
2025-06-06,17:57:24,222,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-06,18:57:24,222,230,2728,59.9,60.0,18,19,UPS_7F
2025-06-06,19:57:24,224,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-06,20:57:25,224,230,2725,59.9,60.0,19,19,UPS_7F
2025-06-06,21:57:25,224,230,2728,59.9,60.0,18,19,UPS_7F
2025-06-06,22:57:27,221,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-06,23:57:27,223,230,2731,60.0,60.0,18,19,UPS_7F
2025-06-07,00:57:28,221,230,2725,60.0,60.0,19,19,UPS_7F
2025-06-07,01:57:29,223,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-07,02:57:29,223,230,2731,59.9,60.0,18,19,UPS_7F
2025-06-07,03:57:30,224,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-07,04:57:30,224,229,2728,60.0,60.0,18,20,UPS_7F
2025-06-07,05:57:30,224,229,2734,60.0,60.0,18,20,UPS_7F
2025-06-07,06:57:30,224,230,2731,59.9,60.0,18,20,UPS_7F
2025-06-07,07:57:31,224,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-07,08:57:31,224,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-07,09:57:31,222,230,2725,60.0,60.0,19,20,UPS_7F
2025-06-07,10:57:31,222,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-07,11:57:31,223,229,2734,59.9,60.0,18,20,UPS_7F
2025-06-07,12:57:32,223,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-07,13:57:32,224,230,2725,60.0,60.0,18,20,UPS_7F
2025-06-07,14:57:33,225,230,2731,60.0,60.0,18,20,UPS_7F
2025-06-07,15:57:33,226,230,2725,59.9,60.0,18,20,UPS_7F
2025-06-07,16:57:35,225,230,2725,59.9,60.0,19,19,UPS_7F
2025-06-07,17:57:36,225,230,2725,60.0,60.0,18,19,UPS_7F
2025-06-07,18:57:36,225,230,2725,59.9,60.0,18,19,UPS_7F
2025-06-07,19:57:37,224,229,2731,60.0,60.0,18,18,UPS_7F
